"","mannn5","xslope1","refdk","refkdt","ovn"
"1",0.0657118847182952,0.377065275709751,8.62302030286094e-06,1.67435375488107,4.03873500438078
"2",0.0932477955430048,0.316336135352924,3.03346715072656e-06,4.6779528649706,2.14000788133551
"3",0.0554588164217072,0.73071631821832,3.17862991204849e-07,0.232077537460718,3.1972270729608
"4",0.0491771067297319,0.454216472686645,1.68440465933432e-06,3.08819592309313,4.85216753139513
"5",0.0584131631290074,0.981455027419818,8.98058546163681e-06,3.11064026909682,4.09175327926534
"6",0.059568857843359,0.849563138765346,5.5228378790871e-06,4.67363131024454,4.17323441219359
"7",0.0912744097030256,0.0196826651940446,3.24219956474211e-06,4.03616079485236,2.25489795341944
"8",0.0610818185477052,0.412977247346407,5.10756085117857e-06,2.81201891237328,4.69305460726722
"9",0.057174026561738,0.0976020586155809,5.55263280997496e-06,0.820882206855115,0.319371462397103
"10",0.038108455477003,0.496508714041591,7.54370000609928e-06,4.2655277147167,0.464454395852546
"11",0.0849408928389894,0.0725837621281626,6.7375683134771e-06,3.87713705738393,3.24607115187425
"12",0.054555083567882,0.752432681382098,2.5025617573536e-06,2.84488908452732,4.77121030147411
"13",0.0396253561721649,0.643181702655806,1.20770753840064e-06,0.517889230663635,1.18913303420845
"14",0.089355264613172,0.0320753947514241,1.53441726559718e-06,1.57082244014796,0.663955565328462
"15",0.0216560057524592,0.234760776921754,6.68369961715301e-06,3.90862402890848,4.82034717943061
"16",0.0378659723255085,0.489621664116018,2.13592570588126e-06,4.30228981382924,0.986181911668216
"17",0.065205314027844,0.747774514756484,7.2361341186228e-06,1.93792973258593,4.49784141965427
"18",0.0480618189247325,0.861396214206771,7.50650358547197e-06,4.35191427472589,3.00144421093796
"19",0.0456725736469263,0.35217552475721,7.43481271046694e-06,2.50428228634225,3.37355725800911
"20",0.0418836705929134,0.0253589365087693,9.98248400262761e-08,0.324577948754915,5.38341216339511
"21",0.0839535720507149,0.942968561114676,1.95962140447718e-06,3.76228744462351,1.14271802314048
"22",0.0984128915082896,0.478858938920072,8.34359499675502e-06,1.8828859498372,0.206133360979395
"23",0.0846904712785501,0.36127497771265,5.48849231554999e-06,1.89994722673975,1.73522739425853
"24",0.0582728880604031,0.463565122411254,7.77880280822642e-06,1.86559747295676,1.0588622733269
"25",0.0472061895117862,0.874150861993296,7.19514513419996e-06,4.61762140340449,3.86315861417407
"26",0.0687269572881749,0.636494763243972,8.2610345265045e-06,2.74112623568657,0.741253707024182
"27",0.0945775702551706,0.958829029843151,2.70528773298617e-06,4.16470984851621,3.3608701444968
"28",0.0877985522913281,0.287209272459687,1.75966907319496e-08,0.536901436308969,1.55530247820761
"29",0.0482776421680581,0.252824662638998,4.79144973077913e-06,1.3419264877,2.37778564955956
"30",0.0253184941865271,0.938593509393871,8.09927300761115e-06,2.71329477241341,3.21702357242868
"31",0.0606963678769302,0.184708680702096,8.9667445961186e-07,3.01822422306362,5.07250010518203
"32",0.0370124642248265,0.409547574723062,2.15317743026161e-06,3.77969470929891,1.38269057247075
"33",0.0833555910967523,0.833885187975839,3.63077867406273e-06,1.40473185629213,4.27027421777099
"34",0.0835409858851926,0.689992475020218,1.20194077988298e-07,1.37589595950699,3.17170698735269
"35",0.0818709622374969,0.746011918833832,7.94143701138066e-06,3.4495000590022,4.5867540719378
"36",0.0303269828611752,0.0659787927035541,6.94141431211067e-06,4.89556613494802,2.49950849227818
"37",0.0841531310138991,0.880592561127504,5.86551699417827e-06,0.844315504268152,4.57656301505158
"38",0.0831429628372658,0.605702597181752,2.71123571991089e-06,4.13750110390763,5.08788785204987
"39",0.0547950476056198,0.444872755832516,6.34201971889917e-06,0.190656666288344,2.33478772967575
"40",0.0811024848632282,0.821211758583876,5.0150025233663e-06,0.522042318771876,2.3993654863773
"41",0.0778023456998402,0.892759542688925,9.80915929099231e-06,2.38006029654728,1.92470136356248
"42",0.0536018414642895,0.914796909344115,1.67872611633292e-06,0.714378119005999,3.43021144564704
"43",0.0270482008158695,0.707416233935694,5.90058663098573e-06,2.45129033280708,3.62213854412218
"44",0.0972593055653619,0.985620372744287,1.22561724490628e-06,0.240940526936314,4.67187111866313
"45",0.0775971296330448,0.756561136270755,3.45761129136705e-06,1.91780371720548,4.42668419660594
"46",0.0455215466298861,0.384324398459416,6.85327446305776e-06,2.49101955414726,4.79433634615224
"47",0.0607876437937608,0.0392129522092255,9.15450905771408e-07,3.89904296196273,1.26191163056047
