4.0,7.0,0.0,2.0,6.0,20.0
1.0,0.0,0.0,0.0,1.0,4.0
0.0,7.0,0.0,3.0,10.0,66.0
0.0,0.0,1.0,10.0,2.0,20.0
3.0,1.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,7.0,2.0
0.0,0.0,0.0,31.0,0.0,1.0
0.0,0.0,0.0,2.0,9.0,12.0
4.0,3.0,0.0,3.0,3.0,14.0
0.0,1.0,0.0,12.0,0.0,6.0
0.0,1.0,0.0,6.0,3.0,20.0
0.0,0.0,0.0,1.0,0.0,27.0
1.0,5.0,1.0,1.0,1.0,146.0
2.0,1.0,0.0,2.0,11.0,13.0
4.0,5.0,0.0,0.0,12.0,26.0
1.0,0.0,0.0,5.0,1.0,1.0
0.0,1.0,0.0,3.0,0.0,71.0
0.0,0.0,0.0,7.0,1.0,2.0
2.0,0.0,0.0,0.0,4.0,17.0
1.0,0.0,0.0,11.0,5.0,41.0
0.0,0.0,1.0,1.0,3.0,12.0
0.0,1.0,0.0,13.0,4.0,13.0
0.0,1.0,0.0,0.0,0.0,19.0
1.0,0.0,0.0,27.0,0.0,11.0
2.0,0.0,0.0,7.0,3.0,12.0
1.0,1.0,0.0,4.0,4.0,13.0
0.0,1.0,0.0,7.0,1.0,3.0
1.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,18.0,2.0,12.0
0.0,0.0,0.0,0.0,2.0,0.0
0.0,1.0,0.0,0.0,3.0,10.0
1.0,0.0,0.0,2.0,3.0,1.0
0.0,0.0,0.0,3.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,3.0,2.0,9.0
0.0,0.0,0.0,9.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,7.0
1.0,1.0,0.0,19.0,8.0,5.0
3.0,9.0,0.0,0.0,0.0,24.0
1.0,5.0,0.0,56.0,8.0,15.0
0.0,1.0,0.0,6.0,0.0,43.0
2.0,6.0,0.0,11.0,1.0,58.0
0.0,17.0,0.0,25.0,6.0,90.0
0.0,10.0,0.0,10.0,3.0,100.0
0.0,0.0,0.0,3.0,9.0,38.0
4.0,0.0,0.0,28.0,13.0,7.0
0.0,2.0,0.0,18.0,1.0,66.0
0.0,5.0,0.0,5.0,1.0,18.0
0.0,6.0,0.0,2.0,1.0,9.0
1.0,1.0,0.0,16.0,6.0,19.0
7.0,7.0,0.0,20.0,8.0,36.0
2.0,2.0,0.0,10.0,22.0,7.0
6.0,2.0,0.0,9.0,30.0,6.0
3.0,0.0,0.0,8.0,23.0,82.0
0.0,6.0,0.0,39.0,2.0,84.0
5.0,1.0,0.0,0.0,12.0,26.0
5.0,5.0,0.0,6.0,3.0,5.0
1.0,3.0,0.0,8.0,9.0,22.0
3.0,1.0,0.0,0.0,1.0,19.0
3.0,0.0,0.0,2.0,41.0,1.0
3.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,13.0,2.0,17.0
2.0,1.0,0.0,7.0,0.0,27.0
1.0,0.0,0.0,3.0,1.0,14.0
0.0,1.0,0.0,6.0,5.0,46.0
0.0,0.0,0.0,2.0,0.0,6.0
0.0,2.0,0.0,10.0,7.0,3.0
0.0,1.0,0.0,0.0,1.0,28.0
3.0,0.0,0.0,3.0,14.0,23.0
0.0,0.0,0.0,5.0,8.0,20.0
0.0,3.0,0.0,3.0,0.0,5.0
0.0,0.0,0.0,1.0,0.0,5.0
1.0,1.0,0.0,26.0,1.0,11.0
0.0,0.0,0.0,10.0,3.0,22.0
1.0,0.0,0.0,7.0,1.0,8.0
0.0,2.0,0.0,1.0,2.0,3.0
1.0,0.0,0.0,1.0,3.0,8.0
0.0,0.0,0.0,0.0,0.0,3.0
0.0,2.0,0.0,8.0,1.0,6.0
0.0,0.0,0.0,2.0,2.0,4.0
5.0,2.0,0.0,2.0,2.0,1.0
0.0,2.0,0.0,5.0,1.0,2.0
0.0,1.0,0.0,2.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,3.0
2.0,0.0,0.0,1.0,1.0,5.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,8.0
0.0,2.0,0.0,1.0,0.0,10.0
0.0,1.0,0.0,12.0,1.0,3.0
0.0,1.0,0.0,5.0,2.0,5.0
1.0,3.0,0.0,15.0,18.0,18.0
0.0,3.0,0.0,11.0,1.0,11.0
0.0,9.0,0.0,12.0,6.0,24.0
3.0,1.0,1.0,61.0,2.0,78.0
7.0,2.0,0.0,38.0,13.0,90.0
3.0,5.0,0.0,77.0,9.0,33.0
2.0,3.0,0.0,2.0,3.0,3.0
3.0,17.0,0.0,0.0,9.0,3.0
3.0,4.0,0.0,5.0,21.0,41.0
3.0,0.0,0.0,6.0,10.0,4.0
6.0,1.0,0.0,3.0,4.0,20.0
0.0,1.0,1.0,10.0,7.0,1.0
4.0,4.0,0.0,3.0,1.0,30.0
0.0,2.0,0.0,0.0,1.0,20.0
1.0,13.0,0.0,7.0,6.0,122.0
0.0,2.0,0.0,10.0,4.0,5.0
1.0,1.0,0.0,8.0,0.0,3.0
0.0,2.0,0.0,1.0,1.0,14.0
0.0,2.0,0.0,6.0,16.0,18.0
0.0,7.0,0.0,21.0,2.0,30.0
1.0,0.0,0.0,1.0,5.0,23.0
0.0,2.0,0.0,0.0,1.0,2.0
0.0,1.0,0.0,18.0,1.0,49.0
0.0,1.0,0.0,2.0,1.0,54.0
0.0,0.0,1.0,0.0,0.0,6.0
0.0,0.0,0.0,13.0,1.0,23.0
0.0,1.0,0.0,0.0,2.0,2.0
