3.0,6.0,21.0
0.0,5.0,116.0
8.0,12.0,100.0
0.0,8.0,17.0
2.0,2.0,63.0
0.0,1.0,17.0
3.0,0.0,74.0
4.0,18.0,58.0
1.0,2.0,1.0
8.0,8.0,4.0
0.0,25.0,58.0
2.0,2.0,35.0
2.0,1.0,5.0
10.0,2.0,2.0
3.0,11.0,0.0
2.0,3.0,1.0
0.0,3.0,14.0
2.0,5.0,19.0
0.0,8.0,9.0
4.0,11.0,11.0
12.0,3.0,74.0
0.0,4.0,8.0
5.0,0.0,13.0
0.0,0.0,8.0
1.0,1.0,38.0
2.0,2.0,59.0
6.0,1.0,3.0
0.0,1.0,0.0
1.0,1.0,7.0
1.0,0.0,3.0
1.0,4.0,6.0
3.0,4.0,6.0
0.0,12.0,2.0
1.0,5.0,4.0
0.0,3.0,8.0
0.0,0.0,2.0
5.0,12.0,0.0
5.0,9.0,5.0
0.0,0.0,9.0
3.0,12.0,0.0
0.0,7.0,2.0
5.0,22.0,0.0
6.0,71.0,51.0
8.0,46.0,27.0
31.0,25.0,15.0
3.0,11.0,15.0
12.0,1.0,35.0
9.0,2.0,81.0
11.0,1.0,5.0
8.0,4.0,8.0
0.0,3.0,19.0
8.0,5.0,17.0
0.0,9.0,8.0
1.0,6.0,22.0
19.0,5.0,20.0
1.0,1.0,12.0
5.0,7.0,3.0
6.0,14.0,20.0
4.0,27.0,16.0
1.0,3.0,11.0
1.0,18.0,7.0
6.0,2.0,102.0
4.0,12.0,37.0
1.0,0.0,6.0
6.0,5.0,27.0
2.0,3.0,9.0
0.0,1.0,3.0
1.0,25.0,5.0
2.0,2.0,0.0
2.0,0.0,12.0
7.0,1.0,14.0
5.0,6.0,43.0
4.0,0.0,18.0
2.0,9.0,12.0
1.0,9.0,8.0
1.0,1.0,7.0
1.0,2.0,12.0
4.0,5.0,3.0
1.0,6.0,20.0
9.0,4.0,6.0
2.0,9.0,8.0
3.0,1.0,4.0
0.0,5.0,3.0
1.0,0.0,1.0
1.0,1.0,2.0
1.0,0.0,4.0
0.0,9.0,3.0
2.0,3.0,1.0
0.0,5.0,20.0
1.0,3.0,0.0
7.0,13.0,3.0
6.0,27.0,0.0
0.0,13.0,15.0
15.0,2.0,32.0
3.0,116.0,54.0
0.0,26.0,7.0
21.0,20.0,12.0
10.0,1.0,66.0
10.0,9.0,19.0
7.0,23.0,16.0
13.0,7.0,15.0
4.0,1.0,16.0
4.0,26.0,26.0
0.0,0.0,55.0
0.0,4.0,36.0
10.0,6.0,31.0
3.0,3.0,16.0
4.0,0.0,22.0
2.0,4.0,55.0
0.0,3.0,38.0
1.0,0.0,20.0
0.0,10.0,7.0
10.0,7.0,42.0
2.0,5.0,3.0
10.0,9.0,4.0
3.0,5.0,15.0
4.0,4.0,22.0
0.0,1.0,5.0
