0.0,5.0,0.0,8.0,0.0,9.0
1.0,1.0,0.0,1.0,0.0,10.0
0.0,6.0,0.0,7.0,6.0,5.0
4.0,4.0,0.0,9.0,4.0,59.0
1.0,3.0,0.0,1.0,6.0,20.0
1.0,0.0,0.0,0.0,7.0,36.0
2.0,1.0,0.0,2.0,1.0,4.0
0.0,13.0,0.0,1.0,24.0,7.0
1.0,0.0,0.0,6.0,4.0,12.0
0.0,1.0,0.0,0.0,0.0,12.0
3.0,0.0,0.0,0.0,0.0,35.0
4.0,1.0,0.0,7.0,19.0,41.0
0.0,1.0,0.0,9.0,10.0,6.0
1.0,0.0,0.0,19.0,11.0,22.0
0.0,3.0,0.0,13.0,3.0,2.0
1.0,2.0,0.0,0.0,5.0,4.0
0.0,2.0,0.0,1.0,2.0,8.0
2.0,4.0,0.0,1.0,15.0,8.0
0.0,0.0,0.0,1.0,7.0,5.0
1.0,1.0,0.0,0.0,6.0,0.0
0.0,2.0,0.0,6.0,10.0,58.0
0.0,2.0,0.0,6.0,5.0,2.0
2.0,4.0,0.0,4.0,5.0,34.0
2.0,1.0,0.0,10.0,0.0,10.0
0.0,0.0,0.0,6.0,5.0,13.0
0.0,2.0,0.0,1.0,1.0,3.0
0.0,5.0,0.0,3.0,4.0,8.0
0.0,0.0,0.0,1.0,1.0,35.0
0.0,2.0,0.0,1.0,4.0,1.0
1.0,0.0,0.0,4.0,6.0,12.0
0.0,0.0,0.0,17.0,0.0,2.0
0.0,1.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0,14.0
2.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,9.0,3.0,5.0
1.0,0.0,0.0,1.0,0.0,18.0
0.0,1.0,0.0,2.0,0.0,4.0
0.0,0.0,1.0,18.0,2.0,28.0
0.0,1.0,0.0,3.0,7.0,21.0
0.0,4.0,0.0,69.0,0.0,3.0
2.0,9.0,0.0,23.0,2.0,32.0
6.0,11.0,0.0,5.0,3.0,69.0
3.0,8.0,1.0,1.0,5.0,33.0
3.0,0.0,0.0,0.0,0.0,1.0
3.0,30.0,0.0,4.0,20.0,12.0
2.0,0.0,1.0,3.0,5.0,10.0
1.0,2.0,0.0,43.0,3.0,13.0
0.0,4.0,0.0,2.0,6.0,0.0
0.0,4.0,0.0,7.0,29.0,76.0
0.0,0.0,0.0,21.0,6.0,7.0
0.0,0.0,0.0,0.0,22.0,42.0
1.0,0.0,0.0,6.0,9.0,1.0
7.0,2.0,0.0,8.0,67.0,12.0
1.0,0.0,0.0,2.0,1.0,10.0
1.0,1.0,0.0,18.0,0.0,18.0
0.0,2.0,0.0,18.0,4.0,53.0
0.0,8.0,0.0,19.0,33.0,11.0
1.0,8.0,0.0,5.0,10.0,37.0
0.0,0.0,0.0,3.0,2.0,5.0
8.0,0.0,0.0,3.0,13.0,8.0
0.0,6.0,0.0,9.0,14.0,1.0
0.0,1.0,0.0,1.0,6.0,63.0
1.0,6.0,0.0,8.0,0.0,16.0
0.0,0.0,0.0,17.0,0.0,14.0
6.0,0.0,0.0,6.0,8.0,9.0
0.0,1.0,0.0,22.0,4.0,1.0
0.0,0.0,0.0,0.0,14.0,0.0
0.0,4.0,0.0,6.0,3.0,12.0
0.0,1.0,0.0,5.0,1.0,8.0
0.0,2.0,0.0,0.0,1.0,13.0
0.0,1.0,0.0,3.0,4.0,32.0
0.0,0.0,0.0,7.0,3.0,0.0
1.0,1.0,0.0,17.0,3.0,5.0
0.0,0.0,0.0,4.0,8.0,3.0
1.0,0.0,0.0,27.0,1.0,8.0
4.0,0.0,0.0,1.0,0.0,6.0
1.0,0.0,0.0,1.0,0.0,8.0
0.0,4.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,3.0,2.0,12.0
0.0,0.0,0.0,4.0,0.0,0.0
