4.740811884403228760e-01,7.504506111145019531e+00,2.671009302139282227e-02,9.211275577545166016e-01,1.083464503288269043e+00,3.225739479064941406e+00,2.540982961654663086e-01,3.960529804229736328e+00,5.046977996826171875e-01,3.818441629409790039e-01
4.713624417781829834e-01,7.419797897338867188e+00,2.329599671065807343e-02,8.792463541030883789e-01,1.100064992904663086e+00,2.874859571456909180e+00,4.578232765197753906e-03,3.098784446716308594e+00,6.662567853927612305e-01,1.123042106628417969e-01
4.681882262229919434e-01,7.405561447143554688e+00,2.280511334538459778e-02,8.710746765136718750e-01,1.023577332496643066e+00,3.899684667587280273e+00,2.987408638000488281e-02,3.144790649414062500e+00,5.060156583786010742e-01,8.859324455261230469e-02
4.454070627689361572e-01,7.337738037109375000e+00,2.469277940690517426e-02,8.990299105644226074e-01,8.198211193084716797e-01,2.814223766326904297e+00,5.408167839050292969e-02,2.409500122070312500e+00,3.508479595184326172e-01,1.601003408432006836e-01
4.677800536155700684e-01,7.546949386596679688e+00,2.395072020590305328e-02,9.065198898315429688e-01,1.177533268928527832e+00,3.026338100433349609e+00,6.558716297149658203e-02,2.417329788208007812e+00,2.884671688079833984e-01,6.265814304351806641e-01
4.571216702461242676e-01,7.398589611053466797e+00,2.591489069163799286e-02,7.563129663467407227e-01,1.069609284400939941e+00,3.712294578552246094e+00,3.758549690246582031e-02,3.118195772171020508e+00,5.032327175140380859e-01,1.959310770034790039e-01
4.238394498825073242e-01,7.393938064575195312e+00,2.430552244186401367e-02,7.493293285369873047e-01,1.036985635757446289e+00,3.561099052429199219e+00,2.104587554931640625e-01,3.255737066268920898e+00,5.734624862670898438e-01,2.744956016540527344e-01
4.732128381729125977e-01,7.305644989013671875e+00,2.288645505905151367e-02,8.513557314872741699e-01,1.179186344146728516e+00,3.082636594772338867e+00,6.393837928771972656e-02,2.492798805236816406e+00,3.684166669845581055e-01,4.512362480163574219e-01
4.557428658008575439e-01,7.360867977142333984e+00,2.637841179966926575e-02,8.353505134582519531e-01,1.057570219039916992e+00,3.089511394500732422e+00,1.931154727935791016e-02,2.489340782165527344e+00,2.715647220611572266e-01,2.211798429489135742e-01
4.842233061790466309e-01,7.468451499938964844e+00,2.491777203977108002e-02,7.674230337142944336e-01,8.106766939163208008e-01,3.979231834411621094e+00,6.210875511169433594e-02,2.557916879653930664e+00,4.473216533660888672e-01,7.319772243499755859e-01
4.336102008819580078e-01,7.425076961517333984e+00,2.417958714067935944e-02,8.545746207237243652e-01,1.168545246124267578e+00,3.420276165008544922e+00,6.915688514709472656e-03,2.417249679565429688e+00,4.201076030731201172e-01,3.992034912109375000e+00
4.431875646114349365e-01,7.345176219940185547e+00,2.386468462646007538e-02,8.586654067039489746e-01,1.306971311569213867e+00,2.823223829269409180e+00,3.662252426147460938e-02,3.152935028076171875e+00,5.285693407058715820e-01,8.484160900115966797e-01
