5.452924966812133789e-01,7.490923881530761719e+00,2.162262611091136932e-02,8.121466040611267090e-01,9.754199981689453125e-01,3.170446395874023438e+00,6.905684620141983032e-02,3.105307579040527344e+00,3.889459371566772461e-01,1.415691494941711426e+00
5.287466049194335938e-01,7.444603443145751953e+00,2.333134226500988007e-02,7.487100958824157715e-01,1.371913075447082520e+00,3.059590339660644531e+00,1.022196710109710693e-01,2.845974206924438477e+00,5.097991824150085449e-01,9.973796606063842773e-01
5.217499732971191406e-01,7.516626834869384766e+00,2.302348986268043518e-02,8.716764450073242188e-01,1.718383312225341797e+00,3.258604288101196289e+00,6.807170808315277100e-02,3.254791498184204102e+00,4.979957640171051025e-01,1.332723736763000488e+00
4.946681261062622070e-01,7.498576164245605469e+00,2.352706901729106903e-02,8.368307948112487793e-01,1.044585108757019043e+00,3.484985351562500000e+00,6.739867478609085083e-02,2.459726095199584961e+00,5.725455880165100098e-01,1.952874183654785156e+00
5.335574746131896973e-01,7.520942687988281250e+00,2.324388921260833740e-02,7.707220315933227539e-01,1.224900722503662109e+00,3.090529441833496094e+00,4.665549099445343018e-02,2.743953704833984375e+00,5.887573361396789551e-01,1.838925480842590332e+00
5.437991023063659668e-01,7.466563224792480469e+00,2.297982387244701385e-02,8.929324150085449219e-01,1.084362030029296875e+00,3.210860013961791992e+00,8.987791091203689575e-02,2.910514831542968750e+00,7.937871217727661133e-01,9.942281246185302734e-01
5.398749113082885742e-01,7.422211170196533203e+00,2.119545824825763702e-02,7.795292139053344727e-01,1.171502113342285156e+00,2.891403436660766602e+00,4.619545862078666687e-02,3.556546449661254883e+00,9.343085289001464844e-01,1.518619656562805176e+00
5.316573977470397949e-01,7.510043144226074219e+00,2.247107401490211487e-02,8.436889648437500000e-01,9.723553657531738281e-01,3.248379230499267578e+00,6.445345282554626465e-02,3.112404346466064453e+00,5.572226047515869141e-01,9.932049512863159180e-01
5.093917250633239746e-01,7.454370021820068359e+00,2.265689894556999207e-02,7.875326275825500488e-01,1.797814130783081055e+00,2.773808240890502930e+00,5.537649616599082947e-02,3.303424119949340820e+00,4.632791280746459961e-01,9.078485965728759766e-01
5.280988216400146484e-01,7.566746234893798828e+00,1.972301118075847626e-02,8.680661916732788086e-01,1.188445448875427246e+00,3.522640466690063477e+00,8.076044172048568726e-02,3.020699262619018555e+00,5.321784019470214844e-01,1.851726889610290527e+00
5.398029685020446777e-01,7.433298110961914062e+00,2.258091606199741364e-02,7.790065407752990723e-01,1.197285175323486328e+00,3.037043809890747070e+00,4.796098172664642334e-02,3.180368423461914062e+00,4.397922158241271973e-01,9.655146002769470215e-01
5.234854221343994141e-01,7.424080848693847656e+00,2.194134891033172607e-02,8.740624189376831055e-01,1.058224081993103027e+00,3.387598991394042969e+00,4.543196782469749451e-02,2.555399656295776367e+00,3.556201159954071045e-01,9.273701310157775879e-01
5.534405708312988281e-01,7.528643131256103516e+00,2.269006893038749695e-02,8.463382720947265625e-01,1.056181550025939941e+00,3.094644546508789062e+00,5.865238606929779053e-02,3.108433961868286133e+00,8.305159211158752441e-01,1.894032597541809082e+00
5.176585316658020020e-01,7.526046752929687500e+00,2.361827716231346130e-02,8.268325924873352051e-01,9.990888833999633789e-01,3.080883026123046875e+00,4.848095402121543884e-02,2.613647222518920898e+00,1.094460844993591309e+00,1.778872609138488770e+00
5.135654807090759277e-01,7.440081596374511719e+00,2.200602553784847260e-02,8.952166438102722168e-01,1.181801795959472656e+00,3.175647020339965820e+00,6.690189242362976074e-02,3.296102523803710938e+00,9.208416938781738281e-01,1.287222504615783691e+00
5.533347725868225098e-01,7.402840137481689453e+00,2.275971882045269012e-02,8.329769968986511230e-01,6.923062801361083984e-01,3.172091245651245117e+00,4.611164331436157227e-02,2.125351190567016602e+00,7.132797241210937500e-01,2.261600494384765625e+00
5.091571807861328125e-01,7.439054489135742188e+00,2.334417030215263367e-02,8.788063526153564453e-01,1.330634951591491699e+00,2.815675735473632812e+00,6.567764282226562500e-02,3.134069204330444336e+00,5.920372605323791504e-01,1.923195838928222656e+00
5.452130436897277832e-01,7.527388572692871094e+00,2.370534650981426239e-02,8.533316850662231445e-01,9.171153903007507324e-01,2.938829898834228516e+00,8.644451200962066650e-02,3.293989181518554688e+00,4.730809628963470459e-01,8.474891781806945801e-01
5.219811797142028809e-01,7.455574989318847656e+00,2.292147278785705566e-02,7.843469381332397461e-01,9.105601310729980469e-01,3.065078735351562500e+00,9.215156733989715576e-02,2.783209323883056641e+00,3.890529274940490723e-01,1.371091961860656738e+00
5.139814019203186035e-01,7.409168243408203125e+00,2.242669463157653809e-02,8.612976670265197754e-01,1.119496583938598633e+00,3.148272037506103516e+00,2.745490334928035736e-02,3.143661737442016602e+00,7.798609137535095215e-01,1.513707041740417480e+00
4.949032366275787354e-01,7.509163856506347656e+00,2.208530902862548828e-02,7.291842699050903320e-01,1.380963563919067383e+00,3.157809257507324219e+00,6.330718845129013062e-02,3.043041706085205078e+00,6.859220862388610840e-01,8.782905936241149902e-01
4.974512457847595215e-01,7.391347408294677734e+00,2.213292755186557770e-02,7.790291309356689453e-01,1.130826234817504883e+00,3.278074979782104492e+00,5.658831074833869934e-02,2.932654142379760742e+00,4.591699540615081787e-01,1.813655853271484375e+00
5.319656133651733398e-01,7.398087024688720703e+00,2.216668613255023956e-02,8.737998604774475098e-01,1.086093783378601074e+00,3.163101673126220703e+00,9.462282061576843262e-02,2.964894294738769531e+00,6.268746852874755859e-01,1.396883606910705566e+00
5.172348618507385254e-01,7.386834621429443359e+00,2.449936978518962860e-02,8.140942454338073730e-01,1.166222214698791504e+00,3.082359790802001953e+00,8.024655282497406006e-02,3.154870986938476562e+00,8.286302089691162109e-01,1.339407682418823242e+00
5.029955506324768066e-01,7.449853897094726562e+00,2.243870310485363007e-02,7.382131218910217285e-01,1.524477839469909668e+00,3.519371986389160156e+00,7.865802198648452759e-02,2.986955165863037109e+00,6.689805388450622559e-01,4.220841228961944580e-01
5.087884068489074707e-01,7.480334281921386719e+00,2.139489911496639252e-02,7.828145623207092285e-01,1.269692897796630859e+00,3.006799221038818359e+00,6.842783838510513306e-02,2.936962842941284180e+00,6.950877904891967773e-01,8.872224092483520508e-01
