1.000000000000000000e+00,1.674541633634363480e+00,2.730787549334392939e+00,4.273118255317378100e+00,6.298257915312738042e+00,8.575399858418702337e+00,1.063858469023363718e+01,1.199206660128511537e+01,1.239160195299131750e+01,1.192059546879542253e+01,1.085998870811762806e+01,9.505175876569673221e+00,8.083400566722604097e+00,6.734093604682279022e+00,5.526614428651453359e+00,4.485914088756992157e+00,3.612096758868715174e+00,2.891212837152506321e+00,2.303669237548012116e+00,1.829466759297478040e+00,1.449036382138820800e+00,1.145343201543257194e+00
1.000000000000000000e+00,1.797999875621152599e+00,3.127827223155968284e+00,5.153483371741629959e+00,7.830539362763594191e+00,1.069285881298883112e+01,1.295727483235212318e+01,1.401953917325807275e+01,1.382413880433089126e+01,1.272249572722541444e+01,1.116027159089606968e+01,9.472727845735633423e+00,7.859252749251433912e+00,6.419865077864785441e+00,5.186832324647379977e+00,4.157306734314424546e+00,3.313231421760474138e+00,2.629471448944137535e+00,2.080202930230949487e+00,1.642068859151963434e+00,1.293747533968911068e+00,1.017834548966433550e+00
1.000000000000000000e+00,1.793963513181528135e+00,3.106842459838091486e+00,5.079320655442105092e+00,7.627297049895393144e+00,1.025525583475021385e+01,1.220945707528456836e+01,1.297404897409273694e+01,1.257212013523885830e+01,1.137943381294736689e+01,9.822800342398812390e+00,8.207032189985843829e+00,6.703535985005156128e+00,5.390847397518737871e+00,4.288031489366963100e+00,3.383675735863375778e+00,2.654969741702578823e+00,2.074448775425796754e+00,1.615757297160916872e+00,1.255909795162660325e+00,9.743046872846435891e-01,7.547452713680257164e-01
1.000000000000000000e+00,1.720018644225436821e+00,2.875453122108908133e+00,4.593790199196551960e+00,6.865429867176035650e+00,9.388426891583113942e+00,1.158016774317988862e+01,1.287418658515372805e+01,1.306290925150131521e+01,1.232504736861640815e+01,1.102171222436786380e+01,9.484069404517589064e+00,7.942042548398525525e+00,6.524554185517891014e+00,5.286837442074001636e+00,4.240999847666019562e+00,3.377479269743990820e+00,2.675418687791390138e+00,2.110675989498691951e+00,1.660375804202571137e+00,1.303033306309107298e+00,1.020717377182149832e+00
1.000000000000000000e+00,1.596632085956157576e+00,2.481924706035233186e+00,3.707412272544041265e+00,5.238683558519474204e+00,6.891167519191403912e+00,8.342029149571898117e+00,9.262427254091880613e+00,9.487833762735315091e+00,9.071611676262596902e+00,8.210920726480814835e+00,7.125844073740604578e+00,5.994151519092801195e+00,4.926877675601963880e+00,3.981133380109319386e+00,3.176142396675291746e+00,2.510258764295301592e+00,1.970122631307020145e+00,1.537934629260498509e+00,1.196003662476830431e+00,9.272094263965198202e-01,7.170926635150898232e-01
1.000000000000000000e+00,1.696889787965830898e+00,2.800347674919063667e+00,4.423034610476362261e+00,6.553551125426058555e+00,8.921897037500492900e+00,1.100624285837020366e+01,1.228494744275823081e+01,1.254304021514471223e+01,1.191793261591110031e+01,1.073091696760884872e+01,9.291991653023837117e+00,7.825348274924936121e+00,6.461301029951226127e+00,5.259460293725277680e+00,4.236561889211556853e+00,3.386841243512944910e+00,2.692395652949442830e+00,2.131195790371660070e+00,1.681832350600334758e+00,1.323908398675483600e+00,1.040140755171647058e+00
1.000000000000000000e+00,1.665623206914323529e+00,2.701221182522960174e+00,4.203106638106926418e+00,6.161302782712347437e+00,8.347947639458029201e+00,1.031500481887380971e+01,1.159176595175015834e+01,1.194955636879456051e+01,1.147167215032501097e+01,1.042934746022241299e+01,9.107638364478292559e+00,7.725985015367776043e+00,6.418590986232381113e+00,5.252050188545783982e+00,4.249635655467461248e+00,3.410594211442572909e+00,2.720656773922949245e+00,2.160235326815994839e+00,1.709515053874168800e+00,1.349193381289415461e+00,1.062580989176937551e+00
1.000000000000000000e+00,1.651941143600884399e+00,2.657373888051364652e+00,4.103466078749840484e+00,5.975516302072838570e+00,8.054986227977819269e+00,9.918677924620277864e+00,1.112134403575494623e+01,1.144311966901981314e+01,1.096040810091530915e+01,9.932904636022707123e+00,8.637629775501878271e+00,7.289635667852299328e+00,6.019931599014801904e+00,4.893311964602370168e+00,3.931225129318031364e+00,3.131448222215127863e+00,2.478602047871279801e+00,1.952368983946523695e+00,1.532546972496634741e+00,1.199623075101164060e+00,9.369719620158800666e-01
1.000000000000000000e+00,1.720775191596428888e+00,2.866831415311495768e+00,4.538256939665294531e+00,6.672360949631722882e+00,8.913504731426439065e+00,1.069099093066578554e+01,1.154667834734195786e+01,1.140388610561010552e+01,1.050605034053542930e+01,9.201308913804062684e+00,7.773372382100303568e+00,6.402034088448088411e+00,5.178843892360823986e+00,4.136015496825449667e+00,3.272213538982698289e+00,2.571395315234739076e+00,2.010580352013444649e+00,1.566138812744011233e+00,1.216839769876648214e+00,9.433002733355931868e-01,7.299930057522566740e-01
1.000000000000000000e+00,1.739522838088907619e+00,2.936204913061552624e+00,4.722497151915991509e+00,7.074980790023784216e+00,9.650063795091808672e+00,1.182354011722977383e+01,1.303416957086253802e+01,1.312370309091875242e+01,1.231512892704663464e+01,1.098274016785458684e+01,9.448194387965868302e+00,7.925423161893442980e+00,6.532068037638601332e+00,5.316325732813600879e+00,4.287257705640454830e+00,3.434601310426109944e+00,2.738113034716011196e+00,2.174757080861248859e+00,1.722759719399213907e+00,1.361719710506254843e+00,1.074523692865649416e+00
1.000000000000000000e+00,1.605443310371838850e+00,2.509010733490072198e+00,3.766451205170165739e+00,5.344542036311898947e+00,7.052637697966124719e+00,8.554843259896870222e+00,9.509840208363447900e+00,9.749210817674160978e+00,9.330448384237755022e+00,8.457310883168451809e+00,7.354660492670291205e+00,6.202856300993778937e+00,5.114493492860118451e+00,4.147465606331071974e+00,3.321718789615466960e+00,2.636170489288564234e+00,2.077871277698321695e+00,1.629264122286257832e+00,1.272752117415287376e+00,9.912393780655369691e-01,7.701727002550148304e-01
1.000000000000000000e+00,1.719737421297056201e+00,2.881323332801627224e+00,4.629770619278819943e+00,6.991774743238448941e+00,9.709381962340280836e+00,1.220864756009615704e+01,1.386135118225441865e+01,1.436192567564560640e+01,1.382249227397486457e+01,1.259365915605408048e+01,1.102985497256924674e+01,9.394685683304768276e+00,7.846855230548290372e+00,6.462268523036982515e+00,5.267570049776008290e+00,4.262025516019468441e+00,3.429591188599089513e+00,2.748224209239964466e+00,2.195551188089410299e+00,1.749773613652967574e+00,1.391865311298576602e+00
1.000000000000000000e+00,1.706091674043624273e+00,2.824256063715818499e+00,4.458593002024187513e+00,6.571589491041089026e+00,8.855092381918346689e+00,1.077276907217598811e+01,1.184437705034938304e+01,1.192650248896970488e+01,1.120345716681856629e+01,9.999914706556754851e+00,8.604072563709108223e+00,7.213013130393417960e+00,5.936722611963221041e+00,4.822058829428855553e+00,3.878815810365648264e+00,3.098249646984315930e+00,2.461916317056086267e+00,1.948527104495743734e+00,1.537866201344226358e+00,1.210923604118363972e+00,9.517680448192435971e-01
