9.113801121711730957e-01,2.871697247028350830e-01,3.908753967285156250e+01
8.647672533988952637e-01,2.921798229217529297e-01,4.092104721069335938e+01
8.804506659507751465e-01,2.287040501832962036e-01,4.001853561401367188e+01
9.621110558509826660e-01,2.568203508853912354e-01,3.780653762817382812e+01
8.382495641708374023e-01,2.928787171840667725e-01,3.865295410156250000e+01
9.236717820167541504e-01,2.662041485309600830e-01,4.227392959594726562e+01
8.863613605499267578e-01,3.028708696365356445e-01,3.868919372558593750e+01
7.924045324325561523e-01,2.894368171691894531e-01,3.896175384521484375e+01
7.688614726066589355e-01,2.687173783779144287e-01,3.718925476074218750e+01
8.048041462898254395e-01,3.052946925163269043e-01,4.553418350219726562e+01
8.487784266471862793e-01,2.879612445831298828e-01,3.977184295654296875e+01
8.760129213333129883e-01,3.390486538410186768e-01,3.715043640136718750e+01
8.798452019691467285e-01,2.794303297996520996e-01,3.719694519042968750e+01
8.938871026039123535e-01,2.582144737243652344e-01,3.779353713989257812e+01
8.644282221794128418e-01,2.901707887649536133e-01,4.231131744384765625e+01
8.603315949440002441e-01,2.776044309139251709e-01,4.142397689819335938e+01
8.800769448280334473e-01,2.884733080863952637e-01,3.926356887817382812e+01
8.674058914184570312e-01,2.379346042871475220e-01,4.171151733398437500e+01
8.738250732421875000e-01,2.573052942752838135e-01,3.885914230346679688e+01
8.651745915412902832e-01,2.511585354804992676e-01,3.769414520263671875e+01
8.581284284591674805e-01,3.328521847724914551e-01,4.158664321899414062e+01
1.172524809837341309e+00,3.077751398086547852e-01,3.783779144287109375e+01
8.860841989517211914e-01,2.681401669979095459e-01,3.753123092651367188e+01
8.862489461898803711e-01,2.769478261470794678e-01,3.865921783447265625e+01
8.280707001686096191e-01,2.612577676773071289e-01,3.834231567382812500e+01
9.983046054840087891e-01,2.732049226760864258e-01,3.791056060791015625e+01
9.031332135200500488e-01,3.173736929893493652e-01,4.528234863281250000e+01
9.130244851112365723e-01,2.613598704338073730e-01,3.958879852294921875e+01
8.447471857070922852e-01,2.936522364616394043e-01,3.906600570678710938e+01
9.259409308433532715e-01,2.426905632019042969e-01,4.156497573852539062e+01
8.616197109222412109e-01,2.727796733379364014e-01,3.832112884521484375e+01
9.387593269348144531e-01,2.903716564178466797e-01,3.907802200317382812e+01
8.933224678039550781e-01,2.593100070953369141e-01,3.803485870361328125e+01
1.122234106063842773e+00,2.697081863880157471e-01,3.724212646484375000e+01
9.068840742111206055e-01,2.688090205192565918e-01,3.795101928710937500e+01
8.904451131820678711e-01,2.749325931072235107e-01,3.916984558105468750e+01
9.163879752159118652e-01,2.865909934043884277e-01,3.806393051147460938e+01
8.863466978073120117e-01,3.020011186599731445e-01,3.881383895874023438e+01
8.374214172363281250e-01,3.166378140449523926e-01,3.912319564819335938e+01
8.611859679222106934e-01,3.162985146045684814e-01,3.929591751098632812e+01
8.865671753883361816e-01,3.130261301994323730e-01,3.767619705200195312e+01
1.231416106224060059e+00,3.563411831855773926e-01,3.733773040771484375e+01
9.088037014007568359e-01,2.599628269672393799e-01,3.886011123657226562e+01
9.077904224395751953e-01,2.839644551277160645e-01,3.910356521606445312e+01
9.115004539489746094e-01,2.802041769027709961e-01,4.382641220092773438e+01
8.626801371574401855e-01,2.905489504337310791e-01,4.062545013427734375e+01
1.692965984344482422e+00,3.015418648719787598e-01,3.769692611694335938e+01
8.484939336776733398e-01,3.349037468433380127e-01,3.862596893310546875e+01
8.801339864730834961e-01,2.682973742485046387e-01,3.964197921752929688e+01
8.706296682357788086e-01,2.887523174285888672e-01,5.443601226806640625e+01
8.994764685630798340e-01,2.857309877872467041e-01,4.050371551513671875e+01
8.829312324523925781e-01,2.550729513168334961e-01,4.142525482177734375e+01
