8.551561832427978516e-01,3.149851262569427490e-01,4.207731628417968750e+01
8.407763242721557617e-01,3.027102351188659668e-01,4.248017883300781250e+01
1.076880097389221191e+00,3.193078935146331787e-01,4.093297195434570312e+01
8.703516125679016113e-01,3.094137609004974365e-01,4.195230484008789062e+01
9.017885327339172363e-01,3.442588746547698975e-01,4.310364913940429688e+01
8.438197374343872070e-01,3.013322055339813232e-01,4.491338348388671875e+01
8.571795225143432617e-01,3.035918474197387695e-01,4.301697540283203125e+01
8.590176105499267578e-01,3.170089423656463623e-01,4.553312683105468750e+01
8.733203411102294922e-01,2.889360487461090088e-01,4.228918457031250000e+01
8.386001586914062500e-01,3.077064752578735352e-01,4.364722824096679688e+01
8.717575073242187500e-01,2.903235256671905518e-01,3.985196304321289062e+01
8.474192619323730469e-01,3.186619281768798828e-01,4.808099746704101562e+01
8.446265459060668945e-01,2.724750339984893799e-01,4.303315353393554688e+01
8.497824668884277344e-01,3.385221064090728760e-01,4.651425170898437500e+01
8.667539358139038086e-01,3.305457532405853271e-01,4.620846557617187500e+01
8.815773725509643555e-01,3.409072756767272949e-01,4.215679168701171875e+01
9.395942687988281250e-01,3.220743536949157715e-01,4.344239807128906250e+01
8.948741555213928223e-01,3.473911881446838379e-01,4.475941467285156250e+01
8.825384378433227539e-01,2.992427647113800049e-01,4.269227218627929688e+01
8.289868831634521484e-01,2.986761629581451416e-01,4.220714569091796875e+01
8.513240814208984375e-01,3.491419851779937744e-01,4.342057418823242188e+01
8.355622887611389160e-01,3.336901962757110596e-01,4.522831344604492188e+01
8.482193946838378906e-01,2.939949035644531250e-01,4.186542510986328125e+01
8.769201636314392090e-01,3.007942438125610352e-01,4.020082473754882812e+01
8.643821477890014648e-01,2.604181170463562012e-01,4.064536285400390625e+01
8.319969177246093750e-01,3.072072565555572510e-01,4.290832519531250000e+01
8.481338024139404297e-01,2.894236445426940918e-01,4.367366790771484375e+01
8.652021288871765137e-01,3.070711195468902588e-01,4.424034118652343750e+01
8.367242217063903809e-01,3.236884474754333496e-01,5.139611053466796875e+01
8.369759917259216309e-01,2.881056964397430420e-01,4.090656280517578125e+01
8.837937116622924805e-01,3.037433028221130371e-01,4.163858795166015625e+01
8.642227649688720703e-01,3.509058654308319092e-01,4.421438217163085938e+01
