"V1","V2","V3","V4","V5"
298721.418710122,1.02630226831875,0.0921601498094907,9.99998378873957e-07,0.000666326634526585
179829.893707524,1.08007204724001,0.108476395570238,1.71005697182511e-06,0.000459301187266571
205913.086049205,1.05390800048173,0.0992770126820309,1.70804730072921e-06,4.21665080429778e-05
157377.404835184,0.879517898513666,0.0976764961746785,2.09106182712548e-06,0.000326485283557125
262497.749420731,0.909558487272109,0.0983866879836068,1.10602304190714e-06,0.000718377115243069
274575.577466697,0.979657094104996,0.102738814076788,1.11101935704642e-06,0.000800112557342256
263553.711535453,0.968413431085238,0.10486499668014,1.07681077313167e-06,0.000652531641612001
203061.194111328,0.994748107898711,0.0919094338916344,1.52434195190253e-06,0.000759449441282578
229719.967611994,1.02554061372871,0.0972373958393463,1.36952828336319e-06,0.000573005585771842
230487.886899989,1.02111013121629,0.0962328704431844,1.30615333627043e-06,0.000365180965918962
289131.673871196,0.906705588418357,0.092035356078044,9.70538469943688e-07,0.000952284864826968
163441.112940724,0.959656069485968,0.0933184966340765,1.87977177251642e-06,0.000345954888329361
205196.570687563,0.920953505597667,0.0979976332097543,1.46726022819961e-06,0.000628486327781325
162035.124043134,0.934376584746004,0.0968593132739094,1.94932464348015e-06,0.00018744443807511
192093.98131559,0.883303459306706,0.0973978098359637,1.67600955890612e-06,0.000375479621418667
145476.397949148,0.998070686023892,0.106882922125017,2.32289078085112e-06,0.000134775786426283
265285.598196058,0.985934166971456,0.103348992576169,1.13123269551636e-06,0.000567489436178257
194160.264093741,1.03547461321354,0.0987324495544736,1.76829837635867e-06,0.000120422940207007
263579.273554454,0.977197214249606,0.106458172683421,1.13274500943724e-06,0.000667233772346791
141879.704076047,0.986020853536502,0.094628220766248,2.22695675853444e-06,0.000260455497122583
233898.602542064,1.04670870356475,0.104084511756303,1.22096453195025e-06,0.000876944523443503
200501.13337222,1.00858682206232,0.0997789143149157,1.63909235211215e-06,0.000101022329728977
225623.684646269,0.963745890988571,0.0977350260363872,1.30130439261464e-06,0.000709032657827906
234957.606196145,1.03328947520472,0.107506141315685,1.22909328042207e-06,0.000839270864471306
167110.94272986,0.906842495462377,0.097988013144011,2.07085522996616e-06,2.43921962528076e-05
203661.81861961,0.928247544378846,0.0988910917089268,1.43465264008486e-06,0.000708867411734032
241673.233346453,0.995530259314522,0.101766408496054,1.17293557139781e-06,0.000615039054440782
295157.515698568,1.01517222461937,0.0971877816004309,9.51615298571026e-07,0.00082640433446342
212762.869398073,0.812889968076015,0.0911606165509314,1.46422709587023e-06,0.000563307968734714
230527.51001246,1.08393190471778,0.108272574154733,1.23153898334759e-06,0.000964279364271142
282371.367593593,1.0867232228025,0.102514239138875,1.09955866905914e-06,0.000365414592159003
288799.981712213,0.955074883830268,0.0942185308760196,9.98695876222468e-07,0.00089954544098457
176588.341371698,1.06666334459223,0.10750502714475,1.93972513365021e-06,5.22219560843957e-06
207327.598925844,1.06514257967322,0.0985209207258326,1.49694318455618e-06,0.000734462592963905
180094.063625697,0.873653275153952,0.0944600928639389,1.61604882149036e-06,0.000748203867102881
226710.83129023,0.928360856962597,0.0955648685632406,1.31372132015422e-06,0.000298493271821683
275871.161791664,1.04827900211483,0.0981809279709605,1.11822467081875e-06,0.000582371039628906
207501.218893958,0.989476734026735,0.104282594633539,1.46693946763031e-06,0.000294086558702895
200327.945234675,0.990779381821006,0.0981457284115118,1.53817846752431e-06,0.000341462406452737
217100.405135304,0.976723331090309,0.0946611555203863,1.55919232055092e-06,2.07493988485475e-05
212808.895396093,0.952133025938272,0.094906346741633,1.38735076047881e-06,0.00072114309271702
217257.433568058,1.06507637409904,0.104278958810867,1.42625105019067e-06,0.000828745738433341
186328.518531157,0.927082926411039,0.0933383722656606,1.7493218694439e-06,0.000278629363676486
252852.523679738,0.982876683392055,0.0960998299418407,1.12947287656916e-06,0.000867053553284584
207396.174037479,0.911246915674877,0.0964835953524757,1.57014520558343e-06,0.000232136469351637
154867.942097638,0.841715712038331,0.0919096151992981,2.22012359410741e-06,3.84659563025639e-05
198769.553086059,1.031563765439,0.100733373730742,1.60699420470749e-06,7.97204068890775e-05
288841.374094136,0.999872968201484,0.0965427264181163,9.93935713727945e-07,0.000531868825982565
230011.833497095,1.00718640113614,0.0990042433176257,1.23557275105157e-06,0.000927849268236215
275989.030819507,1.0276597001022,0.107833734306168,1.02015181136324e-06,0.000717478905733545
234129.32295925,1.08338921606494,0.106880419634291,1.39301025285326e-06,0.000385725173525288
190388.55572687,1.02598856322001,0.0945038378314359,1.79832646047902e-06,7.07914908606581e-05
199162.999837832,0.835584525301983,0.090454454278742,1.69928008202473e-06,1.78226775098589e-05
149724.65793767,0.901643817306219,0.0922922705072633,2.24363223436196e-06,9.53857928072709e-05
259741.008358345,1.02518863168656,0.102240902822393,1.16190736396806e-06,0.00072673099414091
234154.632799201,0.951640927881736,0.101875855406075,1.44553552944535e-06,0.000113223064083737
175203.968073836,1.06569671139104,0.105350618930054,2.04115718433846e-06,8.83096787212772e-05
190681.948107697,0.984345397726302,0.0917638905108082,1.74054617821085e-06,5.13204642898047e-05
240628.081735555,0.991876485534896,0.107617401814059,1.22976803680233e-06,0.000815500995249623
158559.186114017,0.897607524775092,0.0926833018248711,1.98035203466316e-06,0.000255866892390759
152853.554345361,0.956485419592275,0.0965990009973061,2.0245858091755e-06,0.000264693127001159
289221.852188369,0.870309207491049,0.096027040904688,1.0484485024171e-06,0.00042433859453817
266091.21127031,0.85247224695854,0.0953813484413133,1.1439779676091e-06,0.000245997127564554
232350.212252034,1.02469789359479,0.0941671145939806,1.2185202055702e-06,0.000794224703474242
242616.328084673,1.01255426755441,0.0931152288149272,1.2090429489701e-06,0.000943384577013047
236881.903160386,0.991497833689852,0.0995340635638648,1.2165345787728e-06,0.000506190387572412
165606.103345604,0.933166451098342,0.0935949524555732,2.16005893477663e-06,5.08711605464791e-06
266682.926770404,1.08367266600687,0.103855847231831,1.09059835190828e-06,0.000677050254589813
237092.92734496,0.972473510743747,0.100311496892881,1.20926387757642e-06,0.000768061699145726
208591.339262206,0.893715198766523,0.096579934867136,1.44466579080236e-06,0.00028225252582968
141111.223390726,0.989870828823197,0.104799983322451,2.28768694533528e-06,5.92063737191939e-05
232609.343789749,1.05732263877686,0.106978297109257,1.38872228508222e-06,0.000135691429703597
195500.572463126,1.04393923156358,0.0995273051026475,1.74407463301062e-06,0.000163808421604912
158669.93991656,1.07698642981137,0.098913388530146,1.9292160255295e-06,0.000469617888963323
187987.915470247,1.07740435686417,0.106776236874214,1.65014983252721e-06,0.000337172112838265
226967.32243863,1.03530630498503,0.095889067956304,1.31458488431026e-06,0.000538108241259676
195282.791575802,0.991448226830383,0.0974163376602264,1.76020292820905e-06,1.02979530422867e-05
169527.815390895,1.02783143443735,0.0916401031703153,2.03163891127634e-06,0.000206908073752113
260262.084027098,0.98484153126608,0.093819525404631,1.13306724666095e-06,0.00095084246819282
185916.548553888,1.05601884270451,0.0961731401026618,1.61093011073083e-06,0.000427897750412227
232007.38435396,1.09203609995444,0.104849805445868,1.26042788132365e-06,0.000798963907801436
283499.545319817,0.979652321278825,0.101492767512902,1.00151760953295e-06,0.000987332298244895
189939.295537679,1.04640684139512,0.100163070279737,1.6625455681737e-06,0.000195405879407285
207475.254418316,1.04486737057484,0.106841198959112,1.45951235257455e-06,0.000728622086072484
213319.704293133,0.892509618247485,0.0947781731747582,1.48054856654367e-06,0.000266152687398885
201399.292691531,0.856156610672589,0.0933959741422713,1.54390882275095e-06,0.000541970502234899
242813.655769392,1.04008498474587,0.100761458779158,1.36748514263167e-06,8.66847632143523e-05
241472.29440581,0.906040909789082,0.0944810521107096,1.23544138343932e-06,0.000730943068945176
182012.103079278,1.07921077540838,0.105032377302055,1.78067125527435e-06,0.000332100180431323
191581.842300262,1.0503876649446,0.107679457806199,1.54626443380023e-06,0.000617920804691634
225342.827316883,0.960361790331841,0.0969649472331272,1.37101060999367e-06,0.000855602902861102
143563.248063865,0.915717436482365,0.099974430992359,2.27595231152279e-06,0.000147043429479284
299266.475955024,1.04382835541818,0.0966695336355267,1.04243562851243e-06,0.00036922372262829
283124.230948245,0.949840652367726,0.0995342026622114,1.05918464763413e-06,0.000435487570504481
239444.646232246,0.886163631705137,0.0990089640682524,1.25559167203391e-06,0.00043538092753108
145226.979930453,0.909648759854559,0.0998687296956114,2.17035603248658e-06,0.000380204748911756
187615.169786588,1.02547942970386,0.10515210682546,1.8791115029539e-06,0.000108609320115297
248325.797946775,1.01314137244592,0.0916351584082527,1.32084994433435e-06,0.000160555664756874
296958.867574144,1.02339581345526,0.0978716283951935,1.00135723833121e-06,0.000399538785821222
237334.307691965,0.928152659644113,0.102884197976605,1.27978440261377e-06,0.000763939454968471
282791.228452824,1.06235262753785,0.102415965494719,1.10593518937529e-06,0.000309636535663892
168537.3959212,0.979478100822275,0.0967837167512713,1.95260550222856e-06,0.000149422788857075
