"V1","V2","V3","V4","V5"
193220.734112706,0.939507143111974,0.0905072762073103,1.63037673253694e-06,0.000317641597317147
196626.044213179,0.880312986537083,0.0924553803617193,1.75526239642336e-06,7.96396735343566e-05
185545.616486127,1.03712381247569,0.103870262493899,1.68764520008851e-06,0.000535942267913153
249794.947287173,0.949503413839261,0.0958474996953846,1.20951769406089e-06,0.000570078097170785
189337.616041555,0.983732549248472,0.100670642261036,1.66477172127918e-06,0.000496960407147354
149924.747929893,0.882006192086009,0.0949012528355755,2.25066199456106e-06,9.55091200540762e-05
249485.749484626,0.949658410137792,0.0912673835144518,1.2470339470816e-06,0.000562137128580463
207691.451581533,0.883550023686313,0.0961682739730811,1.52576787584792e-06,0.000146261796056001
152290.664674633,0.942231906161101,0.0948751403472861,2.20399638797504e-06,3.84979040144258e-05
211165.832212542,0.929559997522881,0.0988434924747803,1.47078870766328e-06,0.000290798658794989
156747.665955492,0.870678232083391,0.0918680905280044,2.03744731627442e-06,0.000278582391617677
224019.325267002,0.916043698808269,0.0953489531828139,1.50516376004388e-06,4.36736252970996e-05
276175.923263748,0.907433847646422,0.0949105364423379,1.02642401930481e-06,0.000861557865951317
240651.271492571,1.03567649797214,0.0993148944373266,1.33229977441962e-06,0.000288723951233999
191657.519990774,0.914302859439298,0.0923271118117208,1.62559028044542e-06,0.00054766578998371
183528.272963479,0.940788976252185,0.0936394186120466,1.75021707087862e-06,0.000196609327748082
195744.308181012,1.0027837844394,0.100753219288092,1.59886318670972e-06,0.000351802482467169
222275.225692898,1.00389909763238,0.0919923054131662,1.32098236580867e-06,0.000942614376411556
277469.083929537,1.03121682884108,0.102628727114883,1.06351443890708e-06,0.00063185755520402
208011.45903575,0.942199810813907,0.0997692414509965,1.46235208829965e-06,0.000285623290698845
257870.487678263,0.971383426731644,0.095178242239389,1.12101712841746e-06,0.000585557659476068
154256.248913417,0.937592933117684,0.0974889424435923,2.11445647124683e-06,3.25510838253652e-05
186865.157590362,0.978085577176055,0.0925771096274624,1.61899452891853e-06,0.000460331261803095
206156.651195476,1.00674482920278,0.0997481440300338,1.59830336290948e-06,0.000285301037566799
178570.585534044,1.02638104225483,0.100698140945826,1.85482549246708e-06,1.96117389747382e-05
155623.635182007,1.01179723887831,0.101914910578443,2.13785696889409e-06,6.41159552467551e-05
264972.316817774,1.00366823175962,0.103875241720534,1.08566244044374e-06,0.000820457161915949
207233.194231074,1.04530760832514,0.10022532743611,1.65698702219042e-06,8.79204392863311e-05
252630.365059518,0.943110059723083,0.0966049428698521,1.21181868381962e-06,0.000292319662836451
277580.175071312,0.910866419244942,0.0929045968840559,1.07841676699537e-06,0.000383963703313688
242669.653713906,0.954779784212815,0.0965244477897785,1.22786401286534e-06,0.0005187289732738
183547.666623838,0.938896491423782,0.100221385942916,1.69361984988403e-06,0.000521497179076137
185196.281980718,0.860386059827113,0.0922459965085988,1.80674007622527e-06,7.82892577532573e-06
182703.753435337,0.919937926292722,0.0953776740345081,1.84042176322516e-06,0.000107971331599172
260377.400631146,0.983528118874239,0.0967896552243448,1.13202407601938e-06,0.000663388919295419
222231.941173954,0.949122564072082,0.0983799016132514,1.29679435537839e-06,0.00087460727311973
225614.844042828,0.948672892722279,0.0950253734377195,1.51154281040527e-06,5.43477844326846e-05
182326.637544838,0.946434302802812,0.0909843336872801,1.68423523982791e-06,0.000491087743749523
216203.116042929,1.0263677406293,0.097600803250335,1.45570123907309e-06,0.00017558704887745
205756.256705517,1.01080468669694,0.103124357697487,1.50422239625055e-06,0.000446652651943313
196588.052523019,0.953447746860858,0.0940845578463479,1.67452959567993e-06,9.10780857304412e-05
150526.996140846,0.961439283724478,0.0957262555259478,2.18668749220674e-06,1.77803497558463e-05
204577.65688861,0.90885022983286,0.0907806927152448,1.48482350576545e-06,0.000539184284057376
146853.028331357,1.00917832093327,0.096602591166395,2.33770236636273e-06,3.13865124693592e-05
219375.944083622,1.00211932889325,0.0981678350870386,1.47947484587595e-06,0.000256661650883853
177671.068298735,1.01108773837898,0.0998044392729595,1.80837866026182e-06,0.000297262094257405
182615.653710088,0.867096443235958,0.0910086561654957,1.67923691457571e-06,0.000408253335724205
204779.317132699,1.01544441899838,0.0953688630075709,1.48451174675437e-06,0.000479530446754258
169093.653739798,1.02556810150169,0.10376329703408,1.99366353613257e-06,0.000154722808282611
211091.348861581,0.922366548365088,0.0983580475578556,1.37472390325273e-06,0.000926638425946105
228404.511529495,1.02020952954068,0.103387069743684,1.37765911792151e-06,0.000190876631110772
194810.165498622,0.878035630194502,0.093544778357151,1.51580279049561e-06,0.000695872222947736
167749.231169212,1.01486715640507,0.102901286938906,1.88817349669201e-06,0.000302134310729119
165367.293531204,1.00502328198262,0.102468204945866,1.97549171971185e-06,7.17039068276783e-05
166054.403095177,1.0311986235958,0.100647632117595,1.94208690496103e-06,0.000269205929152171
147723.142161729,0.972208665895183,0.0947405611837516,2.24419316917002e-06,0.000120225601300213
234779.05046814,0.996619303444257,0.0953476371387065,1.26564341671097e-06,0.000953637749583836
179323.147170472,0.946875408019882,0.0937272359647601,1.72019265619357e-06,0.000489179396230702
250188.79283004,0.929320628570701,0.095527785682902,1.16872521251921e-06,0.000888826303557009
229195.257289613,1.0298236384609,0.101372613274078,1.30252019359969e-06,0.000790435316126516
234386.626363435,0.979112903076433,0.0926637176876992,1.29624463665688e-06,0.000430138140554428
177676.564105727,1.04125175269067,0.099308130062964,1.83031385654868e-06,9.84917518965244e-05
213871.099825731,1.00159678772814,0.0944921117587806,1.59510165794014e-06,7.23905186146561e-06
232348.333109118,0.937126807463832,0.0973636753123309,1.38385637372851e-06,0.000139203235941743
230125.450985839,0.901977138539258,0.0925537698277144,1.32261411083324e-06,0.000548857971816197
184998.154518351,0.973470575396385,0.100327306324328,1.68752334923897e-06,0.000442085266701443
214010.815735542,0.913273994600253,0.0918509349406329,1.5963628333659e-06,7.42820779331202e-05
262182.283038719,0.951714273870468,0.0976154638843182,1.20323743636753e-06,0.000240001543274684
207651.959257996,1.00959369163977,0.0928003834478127,1.50401130924244e-06,0.000505665687953803
209699.106159841,0.980170240001855,0.0967214623407512,1.65122359647018e-06,2.24794919351186e-05
222900.491892124,0.839945196214294,0.0905222935524852,1.44586140894994e-06,0.000101542826886274
182397.287092087,0.917355516598313,0.0956778194298762,1.68577468644592e-06,0.000272001447915004
255098.371408311,0.944193175055378,0.0906608526890626,1.26372951928082e-06,0.000197299518948646
272945.555922633,1.02469495870725,0.104487434970358,1.07227519023801e-06,0.000877836579356953
205454.413811136,0.962693971840643,0.100020983080625,1.6064527787158e-06,0.000160724515250505
162273.303468413,0.972163893913346,0.0947089142803935,2.01546413246569e-06,0.000263239088267791
219131.906941596,0.942454392894844,0.0966479085032051,1.43047943475816e-06,0.00049583956384771
189403.30260796,0.944118195505972,0.0900402796452518,1.58396340753298e-06,0.000625954599848645
247473.228224963,0.987895215253187,0.098306325594841,1.20487771383264e-06,0.000711857250203621
197997.725063647,1.01756278627581,0.101889057066032,1.71826881505832e-06,3.78277347152585e-05
219195.083013607,0.986742282227152,0.101779147754862,1.31276465001331e-06,0.00093088079129777
170013.119078745,0.973862253117819,0.0957302112114681,2.02355800530953e-06,6.0292310679478e-05
148431.45317205,0.990285201579178,0.102153999885419,2.22563736839516e-06,1.83097620452014e-05
285649.70706838,1.04241583517307,0.103241589046985,1.03983276683641e-06,0.000804304307114247
174793.214980146,1.02265853229438,0.102935434062141,1.85355729072441e-06,0.000150717979711722
207936.334327068,1.01460314815743,0.101408699859633,1.47962235287746e-06,0.00037151874520805
184215.200450458,0.980709006573282,0.0984757089938332,1.76160782732908e-06,0.000344470413525661
180347.154903192,1.0467068516123,0.0992945033173444,1.69017300555813e-06,0.000462707313059952
208503.281523938,1.00090776343396,0.101904265334865,1.5632503573046e-06,0.000294719499453048
162599.408649896,1.03065815800393,0.101849814888446,1.9454209557814e-06,0.000334466074650715
195685.841150849,0.842098035043052,0.0920451252242547,1.53902610022499e-06,0.000370843761989694
279973.553633413,0.992715145648954,0.101516351743143,1.05780092266047e-06,0.000867754129460187
151519.713930641,1.02185490544792,0.0995789906240858,2.25218456475993e-06,0.000102626689320793
226202.218009178,1.0482771288685,0.101904938475722,1.33442820079102e-06,0.000607595117537965
254989.902125169,0.974440834251718,0.0973710757455885,1.18487291148114e-06,0.000534307670311839
224110.880991528,0.946782414970061,0.0985461676986844,1.38572542850438e-06,0.000630748494132724
174226.107110768,0.940705853902697,0.100165751414224,1.79582320271002e-06,0.000463426372614371
269509.089234652,1.00741548829035,0.0990553492028911,1.04795242792686e-06,0.000925002378547991
257814.399357,1.03496679668361,0.0953738341061211,1.09555304006037e-06,0.000993674581330016
278934.184589115,0.828444004020628,0.0900327810997932,1.05205978877646e-06,0.000817987551325372
218699.582912156,0.953885143530759,0.0992337774739217,1.40851847739211e-06,0.000675607478838535
197243.538322485,0.98992583159554,0.0935445330841463,1.56737155084862e-06,0.000646483728901755
200407.941146818,0.959739737868233,0.0991186448515173,1.66703103169493e-06,0.000207893828588115
281091.846055606,0.986316188769569,0.095701035368425,1.06810936812005e-06,0.00043001246834441
194145.94476809,0.946386548407188,0.0944316661931506,1.58254751299457e-06,0.000570543217534645
162450.315254377,1.00736055765893,0.098795931890342,2.12754034930006e-06,3.79123807262816e-05
208952.653754598,0.980887656295998,0.102572106795877,1.41581453382946e-06,0.000541790021104555
230861.741866104,0.885942406687869,0.095142114097,1.28252173732649e-06,0.000694288886217137
259459.115961924,0.835966415422968,0.0901970556971142,1.14622061461813e-06,0.000808814272037381
240485.557336261,0.938192687972747,0.0946670086785553,1.286428330105e-06,0.000415714132051358
175912.835025156,0.957745207272076,0.0949750314077581,1.93511371038195e-06,4.74151611422583e-05
192445.316544594,0.981843466537391,0.091212894998794,1.65240587346929e-06,0.000379292154021211
242018.363991033,1.00383782132242,0.0966312068985481,1.26535605715918e-06,0.000728650153750653
170553.905018472,0.986428365862412,0.0963323890244432,1.85836117706099e-06,0.000379831044045674
222504.02020088,1.02914982252388,0.103915219482345,1.44326204670104e-06,0.000160038727354274
229267.337585296,0.989320328570888,0.0943817693666566,1.28280087539609e-06,0.000872256784396584
218091.789146998,0.960400466235951,0.0915170142315171,1.36372212390901e-06,0.00084411443157153
188832.06855287,1.01525840670839,0.0969343102944981,1.85317854074441e-06,1.24033340947339e-05
188412.248431823,1.01588938290851,0.0916131593514041,1.76166511601112e-06,0.00022169278546032
171495.58598711,1.01132598640465,0.100973983456556,1.8935128979306e-06,6.14742677643824e-05
175971.903475417,1.01066964811405,0.104781673949212,1.80055582464775e-06,0.000446096211083337
214615.680573326,0.952151507837504,0.100546811210035,1.44944502133761e-06,0.000240437498525498
280950.864810388,1.01770004263033,0.0969186560741158,1.0466012877115e-06,0.000879608038188099
145431.149338925,0.846624591709802,0.0907385829633361,2.30399765353558e-06,9.47832004304516e-05
176027.178022295,0.988096062716164,0.0939709951783578,1.85300233129478e-06,6.84026747540127e-05
196731.194366078,0.948631736594588,0.0907224589746602,1.57872617539367e-06,0.000499149021384829
252769.099766927,0.872826120312475,0.094975548773278,1.17690215450705e-06,0.000523117839555756
150481.20964614,0.907677545942175,0.0916866834830214,2.19456127775676e-06,4.11473374992962e-05
179471.458105113,0.998143754587639,0.0934940887808787,1.85819350159396e-06,0.000193977471435194
281173.783554924,0.989770281887847,0.100809108194035,1.03059829156937e-06,0.00091599204937317
213257.825503604,0.909065967350188,0.0953468666654673,1.59735050984745e-06,7.89045035762242e-05
241668.20794977,0.890549204336451,0.0943220491037812,1.22964024712425e-06,0.000384203264315052
256043.273451306,0.966945478893223,0.0966283665377896,1.21142997347881e-06,0.000391486137353246
236761.850360378,0.888465338593107,0.0947277650957929,1.23749746129454e-06,0.00056081151183895
198349.332865156,0.997519383211649,0.0940518423753198,1.65157536063361e-06,0.00031305238025073
223608.117074648,0.894361290677813,0.0903707381662007,1.43100571247994e-06,0.000125892117118141
230723.852144889,1.02615229185371,0.0950594443397955,1.32455531029941e-06,0.000462383484265998
202717.269997299,1.03683019320908,0.104252222774137,1.59602037586167e-06,0.000225511701840145
187564.049224419,1.04112197990108,0.101000476341229,1.64529474527572e-06,0.000282290158347624
179443.19939947,0.949663569160222,0.0991675584487305,1.80073346196492e-06,0.000312562653831121
174325.586730131,0.990075198425031,0.0927780035534242,1.88170543690784e-06,0.000120496348153238
183935.96724985,0.98573672827118,0.101639646108742,1.73915142471535e-06,0.000419767381033232
254787.873013353,0.956815917912071,0.095251644316117,1.17740639595401e-06,0.000609135669711007
188653.989185163,1.03057015493586,0.0998841005511019,1.69214677609947e-06,0.000139060507065898
201076.409887523,1.04115753137102,0.0979745797077412,1.69497007871389e-06,4.67448059072643e-05
287598.816045898,0.86331948337633,0.0904627550533485,1.03278569680601e-06,0.000462928410711015
189744.975620673,1.00375118591008,0.0912346073186318,1.79001215453687e-06,0.000158240296229645
210210.068637093,0.962273712099992,0.093386055635258,1.50015779356041e-06,0.000292283861067487
192152.102159184,0.983591613017417,0.101361362439632,1.57373511661233e-06,0.000709478556143331
167400.703648531,0.949149831707565,0.0927756922699909,1.89014652132331e-06,0.000204557406841792
209654.066676942,0.934802000301796,0.0937689419911205,1.50831602093087e-06,0.00034214792954836
158465.510334849,0.96634317793686,0.0923873675035367,2.07245084104941e-06,8.4788635547316e-05
194875.127931665,0.988121558807069,0.101405042684004,1.58314211262024e-06,0.0002397339456877
147459.606543051,0.961587216454177,0.0997007711313919,2.24445777795747e-06,2.39668474675579e-05
254742.100403809,1.0361309954232,0.101552470432508,1.19673737317329e-06,0.000311154466739191
