"V1","V2","V3"
38.5853140048576,37.0142525814137,24.4004334137287
35.9728194945746,36.5349228791174,27.492257626308
41.6660871631652,35.6921196636861,22.6417931731487
38.2874029928739,36.3005544878758,25.4120425192503
36.5493122507108,35.9155486555991,27.5351390936901
38.8955464552929,35.9903441267243,25.1141094179828
37.0078665782797,36.2369989309939,26.7551344907264
36.2022280288043,35.7973786399872,28.0003933312085
37.3096629704822,36.0750938498644,26.6152431796533
41.3731312771946,34.4485695736549,24.1782991491505
40.6166365493143,34.3815596323461,25.0018038183395
42.348730356113,36.1394249548981,21.5118446889888
43.5000022561351,34.7609415538909,21.739056189974
38.2246632533711,37.1536936495329,24.6216430970961
37.0740451068073,36.475617576126,26.4503373170668
38.660741855777,37.0088317827993,24.3304263614238
37.0360241163,35.3066482187096,27.6573276649904
38.6539432090483,35.8028206945016,25.54323609645
35.9868461184723,36.278528040292,27.7346258412358
39.5646215693835,36.9429755857403,23.4924028448761
39.3760022291789,35.8087849937784,24.8152127770426
40.6765003339404,36.5729841711116,22.7505154949481
45.6034046304601,32.9062596179682,21.4903357515717
42.2220967041609,35.7380110608618,22.0398922349774
35.2812718292254,35.5788410621821,29.1398871085925
44.496657985471,34.4451116707167,21.0582303438123
37.1835195111932,36.0456523631339,26.7708281256729
37.2393255867563,36.4385896839175,26.3220847293262
42.0296807889617,34.83940089218,23.1309183188583
38.0641802422986,36.7025586920506,25.2332610656508
37.2349577604201,35.6534366651561,27.1116055744237
43.0651688130997,35.3370062086216,21.5978249782787
39.4662985819373,34.9991662598854,25.5345351581773
41.3640946822434,34.6948587475846,23.941046570172
41.4473582192245,34.9294296613952,23.6232121193802
42.8890241405377,34.0440497465011,23.0669261129612
43.527769585328,34.7137043940479,21.7585260206241
41.7969275189129,36.0797578937617,22.1233145873254
42.6069704549057,34.5898084696172,22.803221075477
38.8648275489704,36.2949440984234,24.8402283526062
40.9869176829371,34.5601561137636,24.4529262032994
40.1477525701197,36.4841919963354,23.3680554335449
37.9467318403081,37.2939649216171,24.7593032380748
39.5904228381706,35.1998096518442,25.2097675099852
39.6248666255784,34.5102923554456,25.864841018976
37.2088671908319,36.5114702757069,26.2796625334612
37.2308624217994,36.0914342984483,26.6777032797524
40.5456410537436,35.927715408902,23.5266435373545
38.930474481678,36.5928561687343,24.4766693495877
41.8531523602085,35.228557212437,22.9182904273544
38.3453018012482,35.3540909916514,26.3006072071003
39.6443063919931,34.654600317801,25.7010932902059
43.2849283900913,33.6219145748973,23.0931570350114
36.4245858617706,36.7561189042498,26.8192952339796
38.6684002474512,35.4185287146745,25.9130710378743
39.7746307555785,35.9743817193774,24.2509875250441
37.5587334118967,36.6827008279281,25.7585657601752
38.2207679347905,36.2424869129117,25.5367451522979
41.928739830442,35.9146287031727,22.1566314663853
42.2435723699074,34.5781440470843,23.1782835830083
41.3300606883752,34.8969216548272,23.7730176567976
36.9624757964995,37.0807837728843,25.9567404306162
35.9490210537593,36.0599425488,27.9910363974408
41.0079518081264,35.4893607595363,23.5026874323372
42.9240458235677,35.6688197283671,21.4071344480651
37.7579867346519,36.0665392508179,26.1754740145302
40.8387175236147,34.6449953073643,24.516287169021
42.4722927377744,35.0444530174198,22.4832542448058
40.8348901606459,34.619703056072,24.5454067832821
36.9509158941491,35.9561516320528,27.0929324737981
36.2455477056011,36.4558856596423,27.2985666347566
44.496657985471,34.4451116707167,21.0582303438123
41.4795066038659,34.4195954841811,24.100897911953
41.6626815146226,35.1241818813004,23.2131366040771
39.0652794577104,36.3436235073058,24.5910970349838
44.4954926865492,34.2654603486039,21.2390469648468
35.6303770061742,36.018951648696,28.3506713451297
41.48940365042,36.3290722857542,22.1815240638258
38.5453171360091,34.7576510421281,26.6970318218628
42.0684617838119,36.0679992285469,21.8635389876412
41.8964593312574,34.4433229728409,23.6602176959017
41.2205764988386,35.7041756619787,23.0752478391827
39.6913023772345,35.9973293019847,24.3113683207808
40.4615249399861,34.5480033891724,24.9904716708414
40.3610342018223,35.549490926321,24.0894748718566
42.1329416787911,35.5654011062806,22.3016572149284
42.8070303497711,33.855595471164,23.3373741790649
42.8468125395177,35.125292023452,22.0278954370303
43.1983506755613,35.6293977592329,21.1722515652058
39.4194499145304,36.0386465575868,24.5419035278828
36.9721138732569,35.9333980186729,27.0944881080702
38.4540348803915,37.0597750150601,24.4861901045484
37.9450467314277,36.0017577775441,26.0531954910282
41.1286674943932,36.3051555532172,22.5661769523896
36.3745484180986,35.8755603436816,27.7498912382198
35.457640557765,35.7576686085474,28.7846908336876
38.6618089259891,35.2077439167357,26.1304471572752
39.8580359511208,35.6995918566641,24.4423721922151
41.0816141444361,36.1725337311107,22.7458521244533
37.7467076079888,36.646933326603,25.6063590654083
