"V1","V2","V3","V4","V5"
272704.786723607,0.959061307201619,0.0944105935328015,1.08819659989371e-06,0.00041511921129536
174475.974565487,0.938428205270765,0.0989997146941822,1.83067288521308e-06,0.000271110983175727
170603.099479707,1.00395387711448,0.0945633053536277,1.91141488116835e-06,0.000174299167173211
189013.802489059,1.00238235498605,0.0999010043765993,1.7200630282403e-06,0.000178662089511562
206705.316829338,0.959861956310129,0.0926940106133491,1.62897077661015e-06,1.77463093916675e-05
277586.186102276,0.951421873494019,0.101910024835585,1.12131106467543e-06,0.000338668557836312
229732.488283266,0.948264554830663,0.0957189822266141,1.31506355425845e-06,0.000656858028702222
242751.620043485,1.02469532542729,0.101473625132282,1.19302933841878e-06,0.000781323383239485
144949.821161945,0.9010690780032,0.0976892171889518,2.28385975025854e-06,9.65154496671409e-05
239808.566955532,0.993481875011612,0.104266796283307,1.20202410635452e-06,0.000955017479221468
213746.725044776,0.960590005981917,0.100050556985746,1.36592591455188e-06,0.000555828650296519
164344.002844233,0.839355928558813,0.0910973399138879,2.06400577596586e-06,0.000139263893023094
218956.347784688,0.917818247257468,0.0971847442822864,1.5584924699858e-06,6.61518340078932e-05
214532.027859817,0.981560612873617,0.102022303949586,1.44695143395542e-06,0.000528841800026622
256883.342854533,1.03087207069815,0.0974634409381722,1.21080482385131e-06,0.000425867191375347
187141.963423993,0.967456881296017,0.0989903736421904,1.65675058610876e-06,0.000246249499285007
264534.966178359,1.01856132974827,0.103209022618475,1.16241863075014e-06,0.000339644202078889
205723.037893547,0.96670313467305,0.0921026346653956,1.58749266813027e-06,0.000304257392771851
230912.797156194,0.948242398717984,0.0982635016840817,1.41073556359552e-06,0.000296245611561813
296239.434544686,0.966076685440844,0.0961195148147148,1.00312039006429e-06,0.000737288815179485
178892.518414233,1.02395096653243,0.0980811936224876,1.92434889647028e-06,1.00923075690148e-05
184486.978199813,0.904912648843772,0.0929079860112223,1.84141009714761e-06,5.48136078563411e-05
192986.850794105,1.02585589369818,0.10435596918384,1.59499656942071e-06,0.000333656868095388
251954.853490869,1.02595667608757,0.098611898988405,1.18302864638659e-06,0.000983650210934885
208212.857337201,0.965295857712845,0.0987052214010384,1.47369504386229e-06,0.000327495451076995
276653.613275029,0.955553519012385,0.0950299376359016,1.05690806741532e-06,0.000559797327976151
176182.298585363,0.988166810779755,0.0967278510158557,1.81337274951975e-06,0.000265046883628561
193416.486357516,1.00881799034768,0.101913234735515,1.66065822280467e-06,0.00037657264217132
156065.359026159,0.93875310146716,0.0996275074841347,2.12732373423813e-06,0.000160005504535317
197779.454795007,0.997647250782157,0.0987790089248426,1.64926556657111e-06,2.81528330855465e-05
279873.57712615,0.974209837892597,0.101901686727086,1.04290120194017e-06,0.000671809398352648
209125.893235265,0.960364780030248,0.0926290413558354,1.54006727376498e-06,0.000138855013097593
221138.099715964,1.01342221515594,0.100835691089757,1.30448009891303e-06,0.000967178777876377
211567.528484496,0.903817722873716,0.0903348364777699,1.60870920982423e-06,5.50976317332112e-05
181150.603698259,0.994104554663673,0.0934022022667181,1.69120507436773e-06,0.000385506246874494
289066.645209554,0.97349562125767,0.101701727889316,9.66326621910544e-07,0.000981273021621283
156941.649981923,1.03965688639484,0.100615898335629,2.15659325591504e-06,0.000126539562162759
