"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
36.390663548434,51.0330736832416,66.6195267279806,86.4267678879421,112.069291792813,145.392276531412,188.220798864048,243.066710980897,313.953870514731,404.92511411177,521.192942669761,669.075444508059,856.001089182765,1090.511409041,1381.92173354692,1739.54934779902,2171.98858264765,2682.29919466798,3270.04989841688,3924.71528128367,4624.38330434073,5332.8026872186,6000.9680260953,6572.87048109041,6992.32760238413,7214.46009286422,7218.34645279383,7007.18309980022,6605.72012641104,6061.91100235919,5428.38276267087,4756.12495421099,4088.96188793656,3458.92714656288,2886.18963112361,2381.13633617306,1946.28246389054,1578.49744133534,1272.42166932155,1020.46557487601,815.374721067939,649.662641633134,516.234003252829,408.819095438543,323.565630890837,255.686601458639,201.849251801921,159.262880879165,125.600568512167,98.994395810029,77.9989724318724,61.4295055161415,48.350398406976
10.4219950787844,14.7648148580968,19.5006121278271,25.6558893229891,33.7361799248153,44.3795249527934,58.3407917256784,76.87626151614,101.336899564884,133.139957985102,174.764383293265,229.271679117195,300.436923890643,392.963708675073,512.623196041275,666.461813191704,863.851354205069,1114.55004555886,1429.2769636748,1818.80196381895,2292.30857213745,2854.59885643206,3501.03255987282,4216.89781095577,4970.10756903324,5712.28375473695,6382.03514682195,6911.76469925705,7242.32843253786,7333.91375884824,7181.84412405139,6808.2283878981,6261.20321708662,5601.78865748052,4891.0829514525,4181.84795193124,3511.46139383543,2904.50675111475,2372.87278059384,1918.94960391161,1539.47319197059,1227.18017976673,972.566652248712,767.063393864357,604.339153524327,474.124263559775,371.316659230786,290.436215419966,226.882391465597,177.101036989505,138.055825943332,107.452216857336,83.660494112624
41.2052764993449,59.5535834155073,80.4633809219881,108.111387752149,145.16722845772,194.963327505407,261.477173400061,349.640014564765,467.423096960001,623.661955736032,830.036805374343,1100.95498797891,1453.17236798733,1906.56790974691,2481.39999691329,3196.36340321888,4064.64114558275,5083.1002719439,6227.80280934315,7444.71589945784,8645.22156350166,9714.08201376358,10526.0721805287,10977.1977523664,11007.8504933584,10623.9012215263,9887.58476417008,8901.28664043294,7780.08006759192,6629.10629428044,5526.71461094891,4525.92218273323,3652.17300526905,2912.54322230719,2300.84447370922,1804.11510323637,1406.38136754628,1091.65598448467,844.479747457,650.94758395449,500.254855884308,384.703298630402,295.085482315817,226.177792250949,173.224794649351,132.652293518579,101.537853834851,77.7018031309545,59.443833465455,45.4189441927418,34.6580002406808,26.4877423093443,20.3545158718878
82.3663047116611,114.395712555924,147.447617050063,188.932375817847,241.852744797368,309.411198636203,394.876286254602,503.454132407914,640.58589677704,813.505742388877,1028.60541532146,1296.212244765,1624.7761245826,2024.00766023688,2501.14819391833,3060.59576677469,3701.8056643548,4413.84896745236,5175.69612346248,5951.9438585923,6696.56917888219,7352.42830885341,7863.22578827707,8178.75131745867,8268.34210904144,8126.24874776203,7771.11155973556,7241.96925445822,6589.8959270708,5869.58724627222,5130.16282601756,4409.70423248262,3737.63554350001,3130.40154988893,2595.55841098967,2134.61652997134,1743.86372773896,1416.27784298182,1145.33556663347,922.884407790113,741.540076715189,594.56089993335,475.802867601396,379.852894804452,302.568546266088,241.051463617184,192.280637982072,153.092241847536,121.838731193637,96.9611867970907,77.1911850133672,61.3747729122522,48.6389016667467
15.7168322369576,22.6862043516118,30.5043388542571,40.8037312723741,54.5543335434754,72.9838907061046,97.9294913760552,130.497631440868,173.848100945745,231.238314578991,308.061383916348,409.333576481324,542.117807498291,715.877160731115,941.840634241884,1229.49349156602,1593.87496513609,2046.48095252111,2595.27272953841,3240.08057386679,3967.75126293647,4746.86645992352,5525.68447158122,6233.98416806169,6793.30713681649,7134.83517835652,7215.19102672564,7027.90774772685,6604.73185489274,6004.89147439577,5299.7781804158,4557.68261975968,3834.22676526484,3165.6845690272,2574.31897892799,2067.62904686648,1644.22238578221,1297.21629483923,1017.08605317343,793.773109565277,617.294161125074,478.312129603768,369.318840079728,284.954540875956,219.918386726221,169.2233115084,130.191390016514,100.062065757109,76.8194092180948,59.0358416433013,45.4906239643597,35.0398583186597,26.7493075718927
97.9882153032804,136.161359362739,175.706836000557,225.355566520327,288.725076076864,369.431908989329,471.763587865505,601.439424663367,764.84440233442,969.794491701126,1224.77393120472,1539.09712299111,1921.91341958051,2381.94779542661,2923.99422415227,3547.5841657611,4245.13641092306,4996.31425717845,5768.51352529702,6515.93674310766,7183.07532655405,7711.41890458037,8050.93272319357,8168.44209591023,8052.24016131731,7720.3827855824,7210.0608555014,6571.82625310646,5859.97504187676,5125.32758329085,4408.26548505709,3735.96545170954,3128.1307896587,2592.61980464517,2130.5974492429,1739.18711609279,1411.94582787473,1140.2998356789,917.686699168461,736.317937253956,589.560367072821,471.132376483416,375.951891789609,299.574083517627,238.350739797784,189.481824404966,150.73401747376,120.018801108962,95.1959025783625,75.5208382918448,59.9262080664117,47.563915949112,37.7047346106873
16.8667348990408,24.970930567613,34.5571142418877,47.6050783678374,65.5403275513336,90.2914589201903,124.386753252144,171.196050149289,234.787205218216,321.695360306589,440.342587276446,600.896855737181,817.962623863776,1108.59323674997,1493.68736547934,1996.76658953515,2640.87629924569,3444.0849634022,4412.05013826091,5526.24642117391,6731.25188598878,7931.75957590177,8995.5976375609,9778.39240637907,10166.8977055023,10100.9189788918,9605.37582000803,8769.06110476417,7717.76680454512,6580.08424814754,5461.84229103424,4433.31444226506,3534.90259038299,2778.35678451186,2159.31257689421,1663.5876196167,1273.00880027498,969.180695281507,735.14303326822,555.805794340785,418.937582019448,315.469093150491,237.995608557071,179.182682461469,134.375744623474,100.570309775228,75.3194541904095,56.4643744376016,42.319256186127,31.6252237753448,23.6176854402022,17.7802022095077,13.4621055892328
89.9441109652115,126.245205999748,164.860145297886,214.010961786127,277.545794741598,359.742427326546,465.440731766894,600.082778680463,772.444633454076,991.64538900159,1267.96938496662,1612.95471371302,2039.05420999453,2556.72065823739,3174.15429899059,3892.69338856095,4702.47124119005,5580.34532143703,6484.71965745165,7356.29007197921,8125.82142092891,8716.6894969595,9068.76559445182,9144.28748645283,8938.70522875799,8480.25837358627,7823.68800989037,7036.73552595976,6186.44516541779,5332.98616080248,4519.41782381393,3775.38024988802,3116.38761909032,2547.11491920835,2065.42934130914,1664.09460140436,1333.23058669077,1063.81447842628,845.969194350605,671.055824844608,531.183477500112,419.793162802052,331.18125899547,260.881371018939,205.462130863146,162.062937842178,127.70477488169,100.186109711908,78.7073598914159,61.818061001646,48.5899200579011,38.1390146913198,29.9722299037304
33.8601016663414,46.930106818537,60.453310986421,77.363562910705,98.9524140612239,126.644920533609,161.824489477579,206.217389785975,262.992636401259,335.060882395889,426.312336129937,541.434933259439,686.054272293568,866.789770591168,1091.52409787831,1368.55875978682,1706.430190979,2112.78480513772,2593.65573227673,3150.81490408773,3779.97706793374,4468.29490795433,5191.30527702561,5911.31443397777,6582.20178454775,7151.39378736215,7567.1734292438,7790.68223712449,7801.03757703889,7600.2919414476,7211.96389461774,6676.24299976873,6042.47214424619,5359.42473640809,4668.0982693491,4004.19964880466,3389.45642437801,2837.00568553162,2352.7130929982,1936.25069977819,1582.96299388921,1287.49159671212,1042.80868408687,841.800585530966,677.66288447573,544.382785252301,436.590241381915,349.475953800379,279.186246443824,222.886622923928,178.432186379941,142.545674856359,113.439182110976
14.8794459154229,21.8493707501462,29.9798423847624,40.9619457395897,55.9479261187995,76.4778676980814,104.542251413239,142.778805539676,194.254498032286,263.573074520006,358.823941209171,486.724838011333,658.180204125677,886.614323730323,1188.06790958274,1580.88743886018,2084.205490628,2714.5763866155,3480.79012686493,4376.09465841283,5368.40762056755,6394.30806158094,7359.13557173525,8147.89207214662,8651.9301398323,8799.33432839906,8573.39924957192,8019.04552387476,7225.32766119368,6297.24474908698,5333.38991900316,4409.98002195124,3574.25344226194,2850.99947644978,2245.12720928545,1750.34827451467,1353.86095042898,1040.84081897078,796.442053655374,607.246173120821,461.735167948163,350.415375246007,265.4462296852,200.454161546311,151.389259828434,114.583655802755,86.5474584771898,65.3742563030194,49.4041425454645,37.3777036621295,28.2002691849534,21.12551348581,15.9011473537582
54.663373304558,74.5238986580296,94.2533397533799,118.395549357515,148.554431385554,186.207346646516,233.066957259391,291.661687033446,364.798786223899,455.257911284557,566.746810230024,703.639210725958,870.831039953963,1073.41700737585,1316.6432862043,1605.63936670648,1944.34588116868,2333.76010888852,2771.7224735581,3252.48670037903,3762.69894072802,4282.16498974832,4785.10176250017,5240.88671703166,5614.5786612431,5877.60185246376,6007.75953898566,5994.61167065412,5841.22211526234,5563.10221411633,5185.18230930158,4737.54218896071,4251.69236337907,3755.46720862605,3269.43845895162,2811.79242608281,2393.04749121513,2018.39910336583,1689.7653218887,1406.0587452798,1163.73602640504,958.708696229306,787.560102093928,644.600124362119,526.474038383373,429.156363295708,349.172744683955,283.787353608805,230.621403137917,187.312295124543,151.614469516878,122.973676619613,99.5053588015668
45.7287324277757,65.2315201063352,86.8388659322304,114.927386339509,152.014475970175,201.127815332702,265.608178569188,349.796110123417,460.681714721491,605.581277027162,793.746144466814,1037.0649742499,1349.10138546211,1745.16654789533,2241.13307899637,2851.18943052847,3584.90330159275,4442.37421639777,5407.148337003,6441.09717217531,7482.10845538632,8444.55837886674,9231.31140276331,9752.72810695675,9945.58495128212,9790.38880202602,9313.92072312566,8582.4534457883,7682.20637843576,6701.87032865325,5718.67352177829,4788.07749705955,3945.83945045059,3210.4677587702,2584.610334174,2063.24414474661,1635.94903336825,1290.19192500029,1013.21588815499,793.109009927509,619.293060561091,482.421313162869,374.72343076868,290.933851045476,226.122576589584,175.410691518918,136.049163516336,105.573530697751,81.7891801451364,63.4347257333627,48.9405714309934,37.8665870077572,29.2673212081205
129.538272317257,178.365938781,227.85402235455,289.238459458135,366.782186552339,464.588630590568,587.297945607793,741.392331542657,933.821695130911,1173.23063224903,1468.70481054291,1830.84871043614,2269.79647910546,2795.9588432324,3416.13982925486,4132.38860222799,4940.96608376024,5825.06971384239,6755.68754420892,7689.98413173317,8571.15258067602,9334.3114853963,9916.67388484682,10264.0798653881,10345.0342363731,10155.8018630091,9719.0486499304,9079.41587758181,8294.60977139831,7426.48468208214,6531.63034080216,5654.08533188887,4828.95999468555,4076.93656387716,3408.55795994513,2826.8867720261,2328.73415816124,1907.88314286966,1556.04281633086,1264.40377864992,1024.46829316203,828.195683228899,668.277532098339,538.032701957002,432.137778487046,346.845778962242,278.857707266182,223.831239081751,179.519078347514,143.97468379284,115.526083075266,92.6173687150116,74.0154585250452
12.9821429184164,19.089932250812,26.2563771313864,35.9617670369212,49.2702155851752,67.5869501529831,92.6087362196963,126.294331731757,172.619591167163,235.711887051769,321.366962048489,437.336018545659,593.534727345203,802.485634371828,1079.79812453859,1443.74243630047,1913.9377421101,2508.45043924399,3239.48674055634,4105.16395905601,5081.20093786258,6111.72591046987,7107.7041303261,7955.74358674602,8540.80822673515,8775.47894828259,8631.97467801028,8141.09623679345,7385.60146758106,6471.78338195485,5503.59976529546,4563.7099353066,3705.01788965925,2957.96461352507,2329.79522751007,1815.57686157424,1403.17892877404,1077.50163325349,823.554461955243,627.264352812861,476.061665863828,360.006184333021,272.234636953193,205.701605760567,155.188573247774,116.980001929247,88.1570596864527,66.4347115058235,50.0434575030816,37.6910521079019,28.3576944110176,21.299643486986,16.009954410485
27.9655819807893,39.5223819299991,52.0224771896666,68.0558008100182,88.971705429061,116.353629693466,151.971646453154,197.879306659481,257.770229560115,335.308533233267,435.143721092006,563.305483555978,726.848031788808,933.803791116789,1192.9944527953,1513.37633489981,1902.83815791441,2365.72194793519,2901.19391166918,3499.17889729196,4137.75786946993,4781.18987180232,5381.1028749941,5883.14624506837,6234.31496262647,6394.00398422933,6348.01206740748,6104.57083300499,5695.96804426913,5168.95080377451,4575.35479743071,3962.78973267395,3367.26572317832,2816.54597401528,2324.55029518013,1897.5525301715,1535.34134864954,1233.77036075664,985.378455305016,783.007089128108,620.120280229934,489.787295338351,385.966754641356,303.64441595623,238.561796625301,187.079437413486,146.432629286583,114.61442665879,90.041566734592,70.7747491625288,55.0841127244649,43.0078747664831,33.6086541745113
